power_density,thermal_cond_si,boundary_temp,metal_cond_Cu,metal_cond_W,die_thickness,block_power_map,tim_hs_conductance,x,y,hotspot_cx,hotspot_cy,sigma_spot,r_sq,temperature
5.746,123.17,293.94,398.4,150.96,0.339,7.278,0.4752,0.5466,0.358,0.5287,0.5475,0.1817,0.036248,316.542
6.098,115.78,313.19,391.45,174.85,0.669,1.423,0.3025,0.436,0.8812,0.2423,0.887,0.1535,0.037555,350.861
3.532,154.47,327.99,393.52,167.37,0.434,9.616,0.4225,0.7487,0.644,0.3809,0.1617,0.2027,0.367911,338.462
6.493,110.03,294.89,374.2,164.55,0.53,8.599,0.5748,0.8279,0.713,0.5281,0.7399,0.1543,0.090643,329.797
2.679,129.9,310.09,384.53,170.27,0.505,7.815,0.7708,0.7712,0.2773,0.8614,0.4766,0.1233,0.047827,322.565
5.843,152.14,317.48,370.78,160.36,0.427,3.497,1.097,0.0388,0.0006,0.4751,0.1347,0.073,0.208334,334.705
6.11,140.17,309.83,368.01,167.08,0.428,7.669,0.4893,0.1941,0.8654,0.1081,0.7676,0.153,0.016944,337.123
7.781,138.78,326.47,394.76,157.48,0.775,7.158,0.4939,0.5366,0.8224,0.1881,0.5156,0.1124,0.21556,370.609
2.626,111.02,296.65,395.26,151.89,0.453,0.817,1.0598,0.9348,0.1232,0.419,0.4371,0.2298,0.364568,307.418
1.656,112.67,290.97,384.11,166.84,0.392,2.854,0.7574,0.835,0.3741,0.2352,0.6179,0.0997,0.419174,296.932
2.841,140.78,305.32,391.89,156.64,0.425,13.577,0.9223,0.8425,0.6613,0.3586,0.4107,0.2097,0.297044,315.502
1.86,101.65,312.22,368.02,172.5,0.648,11.94,0.6121,0.3032,0.6521,0.7969,0.4743,0.143,0.275379,322.874
2.188,160.84,300.18,371.69,163.56,0.454,2.238,1.055,0.4294,0.8604,0.6508,0.3569,0.0526,0.302469,304.495
3.339,124.53,296.74,391.05,157.51,0.386,14.604,0.7048,0.4707,0.1403,0.6088,0.3218,0.1035,0.052022,309.983
3.898,129.16,322.19,369.9,168.25,0.507,7.247,1.1126,0.1574,0.4299,0.4146,0.459,0.2333,0.067006,345.181
7.326,118.09,297.54,352.0,153.5,0.359,11.375,0.6604,0.0311,0.0972,0.717,0.4459,0.1118,0.592138,318.322
2.369,161.37,307.71,367.66,172.84,0.499,8.356,1.0279,0.9469,0.3896,0.8988,0.1791,0.1674,0.046625,320.213
7.802,144.98,328.18,369.91,163.57,0.731,11.583,0.3501,0.2407,0.0151,0.3666,0.3234,0.1661,0.110886,371.993
6.671,131.49,314.51,357.73,174.38,0.486,10.105,0.9145,0.2399,0.8983,0.6343,0.2199,0.1819,0.615616,339.246
7.17,140.97,309.91,367.21,154.14,0.557,1.444,0.4274,0.0834,0.527,0.2615,0.3561,0.2401,0.06095,340.106
7.506,126.63,304.41,396.72,161.48,0.695,13.746,1.1074,0.9285,0.8498,0.1788,0.5072,0.1979,0.679452,346.009
6.273,132.59,310.82,392.93,155.4,0.558,11.642,1.1682,0.5797,0.0599,0.877,0.5539,0.1622,0.332345,336.694
6.521,125.03,319.37,372.3,151.84,0.324,3.713,0.5891,0.667,0.2275,0.263,0.7649,0.2326,0.452095,335.34
4.065,128.75,322.9,385.49,178.66,0.407,3.782,0.8064,0.9116,0.2594,0.1821,0.4898,0.2049,0.585176,336.477
4.573,122.05,315.99,357.59,171.8,0.747,10.457,0.6598,0.3456,0.3867,0.4863,0.257,0.1008,0.036608,350.454
7.527,105.43,321.61,387.63,159.77,0.701,10.663,0.8516,0.6215,0.8029,0.6571,0.4687,0.0972,0.112964,371.913
3.648,102.61,293.54,373.79,157.38,0.68,1.762,0.619,0.0388,0.3866,0.1003,0.8639,0.22,0.231653,316.48
1.294,112.19,290.57,386.13,156.13,0.574,13.623,1.0372,0.1868,0.2047,0.4194,0.788,0.0747,0.394397,297.042
6.339,117.61,319.38,382.2,151.29,0.477,11.331,0.3282,0.8312,0.065,0.4756,0.6653,0.0865,0.486939,344.325
5.012,162.33,300.47,361.64,153.08,0.647,14.769,0.9672,0.7668,0.0795,0.4946,0.422,0.1903,0.191402,322.267
6.704,142.79,325.11,391.73,153.09,0.632,6.775,0.3125,0.3506,0.76,0.4212,0.3241,0.0867,0.195021,354.876
1.529,167.08,311.43,378.61,169.99,0.621,1.75,1.1666,0.3768,0.4448,0.2225,0.4652,0.2215,0.024238,320.916
5.349,123.78,309.14,389.21,167.84,0.552,13.632,0.3365,0.5336,0.7262,0.6702,0.6332,0.0896,0.027307,339.255
2.734,128.12,320.91,354.7,167.05,0.43,12.287,1.0155,0.0002,0.6823,0.61,0.8082,0.1044,0.387619,328.168
7.323,150.38,319.64,380.77,172.03,0.518,0.503,0.9296,0.2412,0.1354,0.1264,0.8567,0.1548,0.533581,343.839
1.769,140.45,318.17,364.59,157.54,0.556,8.185,1.0747,0.2082,0.1429,0.5823,0.7159,0.1712,0.468261,326.083
6.901,136.95,317.6,393.04,160.27,0.408,0.608,0.4156,0.2505,0.7553,0.7022,0.6053,0.1615,0.226593,337.762
1.62,140.29,310.62,397.48,153.8,0.415,5.597,0.6194,0.8059,0.7213,0.2008,0.1528,0.1436,0.689326,315.735
1.176,140.89,327.06,352.79,167.63,0.696,13.107,0.3774,0.2797,0.378,0.7102,0.6085,0.0644,0.238438,332.392
2.645,153.6,325.63,386.21,177.99,0.46,10.27,0.5596,0.1915,0.0774,0.3079,0.6996,0.1677,0.400698,334.306
3.331,146.77,303.18,355.15,175.89,0.787,12.834,0.8484,0.5043,0.0121,0.6422,0.7749,0.2015,0.600824,321.386
5.386,167.01,322.19,392.88,166.65,0.518,8.579,1.1729,0.8656,0.2882,0.6353,0.4481,0.1436,0.078615,341.594
1.922,166.36,325.64,356.23,169.34,0.604,11.725,0.5288,0.2413,0.0092,0.5526,0.1219,0.1073,0.109541,331.373
4.061,129.53,314.73,359.75,179.77,0.552,7.55,0.6066,0.0785,0.2301,0.2782,0.226,0.0772,0.039878,333.07
2.43,102.5,312.22,362.58,165.52,0.547,7.79,0.6671,0.3564,0.4195,0.3193,0.4034,0.1155,0.001637,343.638
6.987,100.78,316.88,386.39,176.12,0.745,9.171,0.3276,0.7477,0.1214,0.4783,0.6489,0.2344,0.350771,370.822
1.315,108.62,296.52,364.63,165.02,0.347,2.539,0.9196,0.5507,0.1043,0.1212,0.5058,0.1237,0.345692,302.413
3.492,105.24,293.49,379.8,151.44,0.473,9.83,0.4137,0.8168,0.8964,0.4333,0.6196,0.197,0.22374,309.214
5.42,126.14,322.81,378.6,178.04,0.443,12.907,1.0906,0.9596,0.5855,0.6548,0.5564,0.1093,0.093775,342.805
7.392,103.7,312.93,370.11,153.36,0.463,2.813,0.6733,0.7927,0.9345,0.1018,0.8516,0.0743,0.484085,344.939
7.076,143.74,294.9,376.97,171.13,0.756,5.964,1.0868,0.6038,0.3458,0.6911,0.7301,0.2255,0.155258,335.122
7.266,113.31,306.65,355.91,157.14,0.335,13.844,0.9612,0.4933,0.6771,0.4448,0.7518,0.0918,0.007923,340.644
1.44,135.98,301.93,393.81,177.03,0.442,5.015,1.001,0.0401,0.2047,0.4895,0.6567,0.0661,0.406356,307.117
6.886,107.22,325.02,360.35,156.01,0.669,13.19,0.6382,0.9843,0.6183,0.2776,0.1657,0.1268,0.704344,368.877
6.459,157.94,310.29,394.01,154.2,0.419,9.798,1.0316,0.3835,0.1296,0.4313,0.8842,0.2204,0.571697,328.327
7.317,154.6,313.1,375.94,163.16,0.717,12.73,0.8048,0.1522,0.0021,0.5047,0.1562,0.0692,0.148025,346.375
3.181,127.05,299.41,380.7,164.9,0.465,2.57,0.4521,0.6667,0.9315,0.883,0.385,0.0822,0.345451,311.599
7.382,163.74,321.96,362.86,174.57,0.357,11.912,1.1031,0.2843,0.5549,0.5956,0.7458,0.1934,0.13334,339.657
3.818,113.0,327.2,361.12,172.87,0.56,0.931,0.6663,0.5858,0.9269,0.6044,0.3493,0.1195,0.334009,346.088
5.439,156.98,321.7,374.54,159.85,0.556,6.221,1.108,0.5868,0.3338,0.8976,0.6051,0.1633,0.170173,340.819
3.969,138.21,309.71,363.37,161.55,0.32,4.557,0.8183,0.4457,0.3278,0.1288,0.8161,0.1243,0.338841,319.388
3.994,123.07,323.4,371.16,167.3,0.659,9.797,0.3462,0.8361,0.4007,0.797,0.7527,0.245,0.125477,353.561
4.826,105.91,297.52,372.01,166.55,0.371,11.587,1.0064,0.265,0.706,0.7328,0.5501,0.2222,0.243156,316.166
3.491,111.99,294.54,363.55,175.86,0.407,5.504,0.323,0.4486,0.5658,0.1377,0.5123,0.2045,0.09952,310.804
6.549,160.4,307.53,364.59,164.17,0.581,12.638,0.3892,0.5377,0.9254,0.4537,0.2692,0.1838,0.437645,330.097
5.435,142.48,297.26,398.65,176.81,0.745,8.5,0.6033,0.6636,0.0254,0.5139,0.5757,0.1506,0.325263,326.607
5.828,116.6,300.37,379.37,156.15,0.31,11.418,0.868,0.784,0.7082,0.1263,0.6544,0.1313,0.435478,317.406
2.617,134.71,313.4,391.59,176.03,0.711,11.014,0.6851,0.3948,0.3303,0.4584,0.5872,0.0512,0.070027,326.305
7.787,107.55,306.16,352.29,159.13,0.677,2.507,0.6578,0.646,0.1802,0.8043,0.2908,0.1865,0.037257,358.39
5.621,106.92,324.64,350.1,173.68,0.381,11.106,0.6852,0.1506,0.5104,0.1227,0.7907,0.1628,0.079332,349.468
2.38,163.54,299.02,375.96,166.96,0.487,12.481,0.4143,0.9326,0.5051,0.7625,0.5296,0.0696,0.029559,307.553
6.253,132.05,329.87,391.34,176.27,0.753,1.008,0.9293,0.3831,0.137,0.7708,0.1781,0.1889,0.152063,364.816
2.216,125.31,304.38,380.55,156.94,0.373,2.855,0.481,0.7295,0.2019,0.1022,0.2184,0.1558,0.393759,310.593
1.444,166.44,310.62,380.94,171.04,0.356,8.046,0.6915,0.0203,0.4082,0.8272,0.7869,0.1174,0.794512,313.907
4.693,127.93,295.29,356.97,175.47,0.668,1.353,1.1729,0.2052,0.4088,0.6724,0.3463,0.0958,0.222183,319.626
4.875,123.54,313.17,398.93,173.3,0.535,5.808,1.135,0.4871,0.3176,0.852,0.5491,0.1777,0.186762,335.68
2.323,119.11,328.45,376.49,166.98,0.442,12.671,0.9917,0.8783,0.1485,0.8433,0.474,0.0889,0.107131,337.488
3.439,139.55,319.98,355.13,170.26,0.386,1.965,1.0974,0.5273,0.0044,0.2986,0.512,0.1518,0.309919,328.804
7.62,139.09,299.76,370.71,155.9,0.661,2.529,0.9169,0.9299,0.9702,0.5141,0.6663,0.1973,0.265259,336.944
2.995,101.13,307.7,353.6,156.49,0.52,2.229,1.0377,0.4838,0.9435,0.4915,0.7101,0.2084,0.054519,326.069
2.089,145.78,307.02,370.91,158.02,0.42,8.401,0.5235,0.4904,0.4837,0.6673,0.8763,0.1343,0.185437,312.322
7.948,155.18,293.92,385.58,174.84,0.772,4.909,0.7093,0.1197,0.9951,0.5655,0.6614,0.1304,0.310046,333.161
3.116,143.12,325.43,366.18,155.02,0.581,12.337,0.5585,0.8027,0.6737,0.8712,0.3511,0.156,0.108712,341.284
5.762,160.89,305.26,365.66,158.97,0.477,8.942,0.3342,0.247,0.0689,0.5037,0.6199,0.1169,0.369539,321.405
2.621,119.35,309.77,375.72,177.61,0.66,10.215,0.5163,0.8996,0.1177,0.3989,0.5667,0.2231,0.452297,323.687
4.851,113.44,301.65,374.92,172.66,0.548,4.96,0.5307,0.9108,0.9161,0.8937,0.5289,0.182,0.150256,327.79
3.704,148.81,296.1,373.36,171.99,0.305,7.631,0.9162,0.9433,0.6301,0.5751,0.1077,0.1231,0.408443,302.94
7.731,113.2,326.08,375.84,163.65,0.72,5.875,0.6084,0.5202,0.8432,0.4275,0.7462,0.085,0.017995,381.81
4.03,106.38,291.5,352.4,171.07,0.333,7.71,0.4944,0.6771,0.8983,0.383,0.8471,0.2454,0.089098,308.824
5.089,106.76,306.0,373.71,166.97,0.795,10.48,0.3116,0.7785,0.4479,0.6661,0.3199,0.2423,0.029041,374.732
7.613,153.79,319.23,399.6,152.14,0.475,7.037,0.6601,0.131,0.0485,0.8114,0.1537,0.0965,0.47393,343.64
7.925,102.01,302.35,388.22,167.3,0.562,1.467,0.9938,0.601,0.1883,0.2415,0.2432,0.1052,0.132228,345.239
1.712,120.26,307.84,364.38,163.57,0.8,5.878,0.8646,0.0343,0.0666,0.398,0.8976,0.1073,0.822868,318.586
6.84,109.04,312.58,383.89,153.42,0.435,13.384,1.1078,0.4976,0.1887,0.1524,0.6119,0.1188,0.298202,340.825
3.675,152.84,329.8,366.5,160.33,0.531,12.436,0.8165,0.1548,0.4105,0.3193,0.3995,0.1131,0.027175,351.653
5.164,135.24,320.33,359.58,176.84,0.677,12.577,0.343,0.1829,0.1182,0.834,0.317,0.0523,0.46345,346.934
3.625,114.38,328.68,388.68,174.11,0.533,3.126,0.6921,0.365,0.1667,0.6161,0.8906,0.2048,0.58696,345.561
3.808,152.53,317.73,360.48,177.42,0.467,1.651,0.6777,0.4324,0.4458,0.8297,0.2502,0.1645,0.196051,329.511
2.112,152.53,300.76,392.93,171.51,0.36,12.292,1.0645,0.6232,0.3402,0.5458,0.2525,0.0661,0.013677,307.911
5.009,136.61,301.5,369.02,168.98,0.557,10.156,0.8911,0.0744,0.4677,0.8897,0.4471,0.2445,0.665143,320.418
4.827,119.31,322.9,387.84,154.18,0.576,7.87,0.5393,0.5037,0.4292,0.6085,0.3948,0.1169,0.012169,359.042
2.325,141.04,307.11,362.98,153.22,0.416,10.464,0.9311,0.1826,0.6445,0.6769,0.2325,0.2217,0.414015,312.765
4.792,165.35,304.81,382.64,157.4,0.467,13.998,1.0483,0.574,0.9372,0.7905,0.6807,0.238,0.112684,325.285
7.812,103.61,327.8,360.63,159.43,0.449,2.372,0.3514,0.6374,0.1079,0.3837,0.8839,0.0532,0.66665,361.812
6.001,118.69,290.53,351.09,168.21,0.514,2.958,0.9493,0.5567,0.0993,0.337,0.2932,0.2424,0.085884,318.985
4.367,119.95,311.0,390.73,176.32,0.699,9.053,1.0155,0.7383,0.8528,0.2384,0.5815,0.1244,0.323537,337.064
7.413,144.23,321.0,392.81,176.72,0.466,10.749,0.6252,0.3356,0.5064,0.6651,0.2862,0.07,0.157077,345.075
5.027,145.58,319.45,394.03,170.47,0.436,9.832,1.1561,0.7651,0.7664,0.7548,0.4933,0.1634,0.074718,337.825
1.945,114.44,304.7,351.81,167.22,0.72,4.182,1.049,0.4328,0.2154,0.411,0.7432,0.0579,0.279047,317.406
4.833,115.13,311.43,388.05,157.33,0.706,9.522,0.5368,0.4842,0.8289,0.1007,0.4909,0.1105,0.261238,341.4
2.267,164.97,290.22,391.79,178.14,0.697,8.623,0.654,0.6481,0.9238,0.8263,0.7647,0.217,0.057082,310.433
6.373,152.94,311.39,365.58,170.13,0.671,0.85,1.1174,0.0184,0.6355,0.6787,0.5584,0.2085,0.442052,339.098
7.77,165.4,313.62,373.52,166.0,0.744,9.524,1.0492,0.654,0.1059,0.8086,0.8858,0.2443,0.632189,349.433
3.526,158.08,324.99,370.4,153.12,0.657,7.041,1.0264,0.6186,0.8953,0.8021,0.5282,0.0558,0.168448,339.915
4.044,128.15,298.43,372.01,174.78,0.385,12.873,1.1741,0.3098,0.7925,0.4932,0.689,0.1603,0.044329,319.331
3.95,108.53,323.01,392.34,160.47,0.316,10.002,0.367,0.0858,0.7509,0.7038,0.272,0.0709,0.611269,335.393
2.997,144.07,318.72,370.89,177.02,0.391,8.428,0.3564,0.0909,0.0367,0.7782,0.2776,0.2319,0.530422,327.629
6.559,124.64,316.64,365.12,155.05,0.482,13.485,0.6915,0.9232,0.799,0.135,0.386,0.0575,0.791789,342.12
5.324,129.78,305.78,356.52,151.46,0.326,10.126,1.1214,0.6893,0.138,0.7494,0.2761,0.2345,0.022712,329.831
1.448,129.81,304.7,383.74,163.04,0.679,4.133,0.7802,0.1271,0.2224,0.5003,0.1114,0.1103,0.151581,313.066
6.872,165.56,318.13,354.21,152.35,0.621,7.28,1.1403,0.3567,0.5771,0.3844,0.2733,0.1835,0.093082,346.593
2.31,104.82,329.61,353.06,151.85,0.659,10.25,0.4398,0.5925,0.265,0.2371,0.4931,0.1386,0.178343,344.679
7.854,113.52,306.21,384.08,171.41,0.348,12.4,0.9635,0.8356,0.6613,0.2801,0.635,0.1714,0.309211,328.811
3.637,142.56,326.74,384.71,157.72,0.464,4.609,0.5902,0.0437,0.6081,0.7366,0.5443,0.1335,0.484217,338.504
5.315,161.86,313.46,359.95,169.17,0.53,11.034,0.9095,0.2366,0.1081,0.7912,0.2517,0.1931,0.328107,329.247
1.545,164.26,324.73,397.86,167.12,0.601,10.401,0.6855,0.8897,0.656,0.8704,0.2037,0.0852,0.204917,329.817
3.413,139.11,298.69,389.39,154.22,0.701,2.634,0.5734,0.0092,0.924,0.2172,0.7627,0.1131,0.069301,314.966
6.616,102.42,320.49,384.32,161.57,0.788,2.717,1.0698,0.2014,0.1611,0.5123,0.7218,0.0969,0.411053,372.336
4.34,125.4,323.4,387.72,151.98,0.341,7.775,0.6507,0.959,0.5971,0.8337,0.2943,0.1118,0.107377,334.911
7.332,164.32,323.29,370.59,162.65,0.621,6.462,0.5054,0.6134,0.3419,0.2763,0.5165,0.0839,0.14415,350.322
5.026,135.0,321.39,372.78,155.47,0.367,2.437,0.436,0.2617,0.4596,0.2938,0.6386,0.1727,0.033051,337.27
7.5,150.86,302.17,393.51,152.89,0.45,1.771,0.4594,0.067,0.287,0.5341,0.6554,0.14,0.353914,324.107
7.878,118.84,310.88,351.27,159.51,0.686,13.516,0.7701,0.0282,0.3541,0.5567,0.4644,0.1297,0.291515,355.441
4.177,101.75,301.99,390.12,150.1,0.797,3.277,0.3487,0.2447,0.0289,0.2535,0.4844,0.2223,0.20759,336.183
4.956,140.49,303.72,372.38,172.73,0.563,5.83,0.368,0.8815,0.9816,0.5153,0.4859,0.1699,0.379822,322.507
6.844,158.45,302.05,373.2,154.75,0.477,7.259,0.7064,0.4159,0.6248,0.8293,0.553,0.1587,0.176023,324.63
2.551,169.32,301.37,366.28,168.78,0.407,1.704,0.9308,0.7203,0.5007,0.5672,0.4734,0.1849,0.024195,309.072
7.031,159.26,317.74,380.35,174.98,0.691,2.504,0.9202,0.9183,0.3837,0.7282,0.4871,0.1743,0.046837,351.374
5.143,138.78,316.01,383.78,177.52,0.752,8.119,1.1096,0.408,0.5394,0.7194,0.7556,0.1801,0.143718,347.339
6.079,142.61,298.17,358.04,166.73,0.724,10.641,0.7556,0.1913,0.3801,0.4085,0.2645,0.176,0.060548,340.352
1.559,157.69,317.66,378.29,173.65,0.555,12.745,0.4962,0.5171,0.3599,0.7304,0.4701,0.1066,0.057618,325.51
6.363,101.39,301.64,373.25,163.64,0.595,13.006,1.0204,0.9081,0.4639,0.7629,0.6511,0.1915,0.056108,356.48
3.176,166.62,298.07,389.1,164.71,0.718,8.403,0.4328,0.8044,0.276,0.4394,0.5387,0.1521,0.202254,312.262
6.637,137.19,319.89,377.26,166.4,0.764,4.659,0.9062,0.0658,0.18,0.7291,0.3376,0.2054,0.464707,357.051
4.564,166.64,304.51,371.48,170.1,0.77,8.904,0.9289,0.6926,0.5566,0.8947,0.1799,0.1168,0.182721,325.743
2.922,153.52,312.77,376.45,170.1,0.645,9.533,0.474,0.5719,0.8428,0.6043,0.6332,0.1551,0.044954,333.39
7.669,110.66,298.0,374.53,173.56,0.396,4.66,0.3493,0.9075,0.1528,0.2991,0.669,0.1998,0.636513,325.818
6.355,111.57,314.55,396.76,168.51,0.456,10.175,0.4689,0.1225,0.0327,0.7706,0.1511,0.1192,0.434104,340.363
7.9,124.76,298.32,365.59,176.48,0.433,3.026,1.0142,0.534,0.2468,0.196,0.6786,0.1917,0.300761,328.026
3.551,118.48,296.68,351.87,171.28,0.387,4.789,1.051,0.8795,0.9797,0.5003,0.7592,0.2017,0.192376,307.971
5.545,130.75,305.46,383.1,177.87,0.425,13.986,0.5358,0.41,0.8288,0.8183,0.816,0.1597,0.166826,324.725
5.281,142.27,321.6,380.19,172.51,0.735,7.895,0.7677,0.482,0.5959,0.6185,0.8884,0.092,0.10419,349.513
5.813,130.56,297.06,395.5,172.16,0.685,2.683,0.3507,0.0705,0.9292,0.8777,0.5713,0.2373,0.779751,328.745
1.268,103.95,294.68,355.87,175.81,0.322,10.192,0.4745,0.2781,0.4453,0.4142,0.8863,0.1441,0.212992,298.621
3.042,168.29,291.27,376.13,169.67,0.374,3.831,0.8101,0.3245,0.9833,0.5221,0.539,0.2225,0.236428,299.0
7.365,129.76,306.64,357.54,155.39,0.792,1.005,0.5095,0.9451,0.2963,0.3916,0.6393,0.2316,0.424053,351.569
3.967,159.58,301.28,372.79,152.49,0.413,13.143,0.3458,0.2827,0.2403,0.6231,0.6505,0.0653,0.284165,312.469
7.725,105.18,301.68,389.97,159.47,0.617,6.799,1.1005,0.4609,0.638,0.3433,0.6904,0.1351,0.016569,360.008
2.495,156.7,329.28,392.87,174.43,0.403,11.772,0.5092,0.6713,0.3782,0.317,0.7165,0.1325,0.240056,336.404
7.982,112.14,297.76,391.69,150.65,0.417,12.89,0.999,0.1622,0.6264,0.6915,0.5514,0.1457,0.285755,327.817
5.883,147.56,308.34,377.37,154.5,0.549,8.816,0.6802,0.4864,0.305,0.8804,0.715,0.0884,0.323359,330.104
6.435,146.33,329.45,381.7,153.18,0.544,1.905,0.9352,0.7385,0.6179,0.2369,0.3025,0.2372,0.351154,352.548
3.778,163.69,291.22,377.58,151.12,0.623,5.143,0.6207,0.8669,0.2757,0.7987,0.513,0.0801,0.060923,304.836
7.349,122.45,317.87,378.06,174.31,0.384,4.167,0.8424,0.6263,0.051,0.8492,0.2412,0.0737,0.085868,340.503
4.818,107.63,304.84,394.26,158.39,0.431,9.26,0.8909,0.6691,0.9121,0.7156,0.4421,0.1008,0.223115,324.073
5.767,160.52,326.24,360.46,171.87,0.612,6.457,0.4113,0.1263,0.8832,0.4153,0.4112,0.0659,0.30636,348.873
1.664,123.21,326.48,371.94,154.26,0.349,6.478,1.0955,0.9458,0.9708,0.1499,0.1217,0.1304,1.354433,331.208
5.422,116.28,305.49,380.5,162.27,0.755,9.991,0.6176,0.1326,0.7165,0.124,0.3248,0.0956,0.153539,341.271
7.154,134.03,298.86,388.27,153.49,0.389,0.962,1.0085,0.7747,0.6827,0.5764,0.6628,0.1457,0.039692,321.32
2.248,110.23,307.12,388.09,150.07,0.519,2.418,0.7972,0.2648,0.559,0.7305,0.4622,0.164,0.226258,317.404
6.164,120.79,328.61,355.86,168.39,0.354,13.384,0.4648,0.9336,0.1259,0.3438,0.8386,0.1527,0.855767,348.01
1.178,126.97,301.26,361.1,164.43,0.642,12.624,0.6198,0.72,0.1892,0.456,0.4241,0.2273,0.124823,314.548
7.483,119.41,329.25,395.58,162.5,0.463,14.146,0.3767,0.7538,0.2895,0.3005,0.4674,0.2286,0.237107,361.596
7.88,131.52,322.78,367.88,152.36,0.337,3.541,0.5443,0.2191,0.8902,0.7498,0.7212,0.1688,0.310249,343.489
3.479,126.93,300.7,350.14,167.65,0.596,5.445,0.4864,0.443,0.173,0.7398,0.1686,0.1556,0.088089,319.645
1.75,154.22,321.64,359.99,173.4,0.79,2.122,0.5464,0.6178,0.9229,0.687,0.8396,0.1275,0.011722,335.392
5.61,164.29,291.99,398.48,152.02,0.735,9.786,1.0228,0.77,0.5228,0.777,0.4957,0.1882,0.000785,339.501
1.209,107.06,311.92,365.49,162.4,0.651,11.831,0.372,0.104,0.7156,0.2241,0.6903,0.0929,0.015068,335.052
4.377,157.63,304.29,380.69,159.35,0.306,9.459,0.8688,0.9624,0.1102,0.4568,0.6659,0.1038,0.564442,311.16
2.902,165.22,307.08,386.33,176.76,0.73,9.149,0.6183,0.8902,0.269,0.7526,0.3453,0.1603,0.024763,331.894
4.313,148.06,308.91,382.33,157.88,0.748,12.136,0.7354,0.2703,0.9585,0.8647,0.8996,0.1708,0.356782,330.616
1.128,169.75,310.11,368.88,178.33,0.319,1.78,0.4915,0.8228,0.2661,0.7446,0.131,0.1936,0.024372,314.053
1.361,123.45,316.26,371.52,174.85,0.361,11.261,1.1582,0.5183,0.2965,0.8148,0.8437,0.242,0.387289,321.564
1.112,158.12,317.87,391.9,153.0,0.526,13.442,0.8973,0.4618,0.1976,0.1156,0.178,0.0598,0.120256,320.881
5.334,147.16,329.03,383.14,164.42,0.501,9.867,0.4817,0.3144,0.1291,0.7063,0.3479,0.1775,0.201472,348.333
4.921,122.64,320.51,351.17,169.47,0.447,10.418,0.7414,0.581,0.2333,0.2127,0.8202,0.1516,0.480158,337.725
2.632,149.33,317.51,360.17,167.79,0.399,9.826,0.4398,0.7299,0.6423,0.6949,0.2712,0.1284,0.13893,325.302
5.527,135.67,305.7,364.31,170.38,0.575,12.445,1.1186,0.4109,0.4554,0.1574,0.151,0.0682,0.156952,329.892
7.189,113.23,294.71,368.27,162.79,0.686,6.253,0.7238,0.6292,0.5538,0.3361,0.6791,0.1896,0.101658,343.938
2.941,112.17,292.35,378.84,177.14,0.769,12.943,0.3665,0.6993,0.1224,0.6462,0.3301,0.1971,0.045979,336.132
6.824,149.94,309.11,368.33,158.11,0.451,4.416,0.4358,0.7111,0.8021,0.2549,0.4192,0.0826,0.354749,329.129
5.638,149.84,316.73,391.25,152.82,0.652,2.17,0.7481,0.052,0.7841,0.7277,0.4587,0.1893,0.562584,339.177
1.237,137.15,316.01,373.69,179.34,0.694,1.393,0.4769,0.8597,0.0216,0.1711,0.6417,0.0572,0.858761,322.97
3.626,135.1,328.11,375.11,169.56,0.539,1.926,0.94,0.4583,0.3835,0.7628,0.6869,0.081,0.184772,343.691
4.554,112.6,305.3,371.37,169.78,0.761,7.116,0.6833,0.2624,0.0688,0.556,0.3673,0.0907,0.175296,335.327
6.122,130.05,315.11,365.52,174.53,0.311,9.131,0.8079,0.2418,0.7921,0.1148,0.8232,0.2432,0.017073,338.661
3.01,161.0,325.51,386.24,162.64,0.75,9.717,0.8564,0.483,0.7373,0.303,0.2715,0.161,0.249327,340.578
7.879,159.83,306.16,361.48,161.59,0.746,8.686,1.1532,0.8868,0.902,0.486,0.7075,0.1513,0.198535,343.066
5.792,146.26,309.11,384.47,178.47,0.368,3.5,1.1402,0.3783,0.2364,0.6141,0.679,0.2462,0.251469,325.263
3.61,169.81,326.92,376.49,161.6,0.52,13.053,0.6383,0.7497,0.4563,0.639,0.5181,0.0818,0.016068,344.014
1.679,162.52,312.01,355.11,152.35,0.558,3.558,1.1062,0.0968,0.1845,0.816,0.8772,0.2447,0.996999,318.236
2.27,110.17,321.98,350.9,159.23,0.501,12.473,1.1946,0.4761,0.3712,0.4505,0.4744,0.0968,0.011293,347.319
4.413,127.94,327.42,358.47,176.21,0.748,10.855,1.0919,0.9917,0.5222,0.1101,0.7872,0.1826,0.847489,353.283
4.463,109.24,312.84,388.05,152.85,0.656,5.651,0.3457,0.7704,0.0533,0.3135,0.1501,0.2028,0.21819,338.885
6.374,132.63,294.37,369.23,171.5,0.362,6.62,0.5944,0.2105,0.7149,0.1744,0.4189,0.052,0.088927,313.385
6.083,154.35,322.87,390.24,157.99,0.763,12.299,0.3987,0.5014,0.5433,0.7706,0.2719,0.1967,0.146133,358.154
2.409,110.91,322.71,375.1,172.37,0.323,14.786,0.9156,0.2336,0.829,0.22,0.7856,0.1513,0.00207,350.116
5.165,161.63,294.6,351.64,165.44,0.598,4.026,0.6146,0.4096,0.2718,0.3866,0.4425,0.1539,0.029685,317.408
1.144,139.83,311.92,392.3,169.1,0.561,10.486,0.4697,0.7801,0.9033,0.2163,0.522,0.1132,0.463301,315.337
